ID,ProjectNumber,Project,Output Code,Month,Year,Value,Stat,Impact Indicator Old,Impact Indicator New,Unit,Valid,Original?,Notes/More detail required?,Project2,Historic/Logframe,Source,Verification
724,20,Maldives,,Nov,2022,2,The LATC group currently has two members – one resort and one guest house,NA,5.6.3,Number of member organisations/‌representatives,1,1,,,Historic,75,
727,20,Maldives,,May,2021,1,"From 6-12 May 2021, Blue Marine and Maldives Resilient Reefs ran targeted ads on social media pages in Dhivehi to Laamu Atoll residents to understand whether the community were supportive of protection of these five sites. Ads were run for each of these five sites with a fact about the site and asking whether the individual supported the protection of the area. Results showed that between 84- 93 per cent of respondents were in favour of protection for all five sites",NA,Progress,-,1,1,,,Historic,75,
729,20,Maldives,,,2019,1,"In 2019, the #ProtectMaldivesSeagrass social media campaign convinced more than a quarter of all resorts in the country to commit to protecting more than 830,000 square metres of seagrass by highlighting the value of this blue carbon habitat.",NA,5.3.2,Tools/‌activities,1,1,,,Historic,75,
730,20,Maldives,,,2019,1,"In 2019, the #ProtectMaldivesSeagrass social media campaign convinced more than a quarter of all resorts in the country to commit to protecting more than 830,000 square metres of seagrass by highlighting the value of this blue carbon habitat.",NA,4.3.1,Number of changes,1,1,,,Historic,75,
725,20,Maldives,,Jul,2019,1,"In July 2019, Blue Marine organised and led a two-day knowledge exchange trip for local leaders between two of the atolls, Laamu Atoll to Addu Atoll.",NA,5.3.2,Tools/‌activities,1,0,,,Historic,75,
726,20,Maldives,,,?,1,The Laamu Atoll recommended seven sites for protection – five of which were recommended to them by Blue Marine based on data from underwater surveys. All of these five sites have now been designated as new nationally designated Marine Protected Areas.,NA,1.1.2,Number of changes,1,0,,,Historic,75,
733,20,Maldives,,,2020,1,"Two months after the campaign, all parrotfishes were added to the protected species list.",NA,3.1.2,Number of policy instruments/regulations or similar influenced (please specify),1,1,,,Historic,75,
736,50,Marine Parks,,,2021,1,"eventy years after Britain declared its first National Park, Blue Marine Foundation released a National Marine Park Vision for British Seas in 2021 demonstrating that there is an appetite for marine parks in British coastal waters.",NA,5.1.1,"Reports, ‌investigations, published papers etc",1,1,,,Historic,25,
737,50,Marine Parks,,,2023,2,"n 2023, a National Framework has been endorsed by national and local advocates, with guidance produced by Blue Marine to help deliver the vision.",NA,5.1.1,"Reports, ‌investigations, published papers etc",1,1,,,Historic,25,
741,50,Marine Parks,,,2021,,"National Marine Parks: A Vision for British Seas: Supplementary Report. Scotland, Argyll Coast and Islands",NA,5.1.1,"Reports, ‌investigations, published papers etc",1,1,https://www.bluemarinefoundation.com/wp-content/uploads/2021/06/National-Marine-Parks-Scotland.pdf,,Historic,61,
731,20,Maldives,,,2019,1,"Seagrass: In 2019, the #ProtectMaldivesSeagrass social media campaign convinced more than a quarter of all resorts in the country to commit to protecting more than 830,000 square metres of seagrass by highlighting the value of this blue carbon habitat.",NA,1.4.1,Number of species and/or habitats ,1,0,,,Historic,75,
732,20,Maldives,,,2020,1,". The following year, MMR launched the #FishForTomorrow campaign, which aimed to educate citizens on how to fish responsibly",NA,5.3.2,Tools/‌activities,1,0,,,Historic,75,
743,50,Marine Parks,,,2019,1,"A case was made and on 14 September 2019, 70 years after our first national parks on land, the city of Plymouth came together to declare Plymouth Sound National Marine Park.",NA,5.1.2,Number of policy instruments/regulations or similar influenced,1,1,,,Historic,25,
734,50,Marine Parks,,,2021,1,in 2021 we published a ‘Vision for National Marine Parks in British Seas’,NA,5.1.1,"Reports, ‌investigations, published papers etc",1,0,,,Historic,4,
735,50,Marine Parks,,,2021,1,"A vision for National Marine Parks in British Seas was published in 2021, based on interviews with 30 key stakeholders around the country. T",NA,5.1.1,"Reports, ‌investigations, published papers etc",1,0,,,Historic,19,
745,50,Marine Parks,,Jun,2018,130,"In June, BLUE and Plymouth City Council invited 130 delegates to the National Marine Aquarium to discuss whether marine parks could improve the conservation of natural beauty, wildlife and cultural heritage in UK coastal waters and provide opportunities for people to understand and enjoy the country’s marine landscapes",NA,5.3.1,Number of stakeholders,1,1,,,Historic,8,
746,50,Marine Parks,,Nov,2022,1,Workshop hosted in Nov 22,NA,5.3.2,Tools/‌activities,1,1,,,Historic,1,
738,50,Marine Parks,,Jun,2021,1,"National Marine Parks: A Vision for Scotland report released (June 2021) combined with new strategic alliances formed with the Scottish Campaign for National Parks, Galloway National Park campaign, Our Seas coalition, the Association for the Protection of Rural Scotland and local members of the Scottish Coastal Communities Network",NA,5.1.1,"Reports, ‌investigations, published papers etc",1,0,,,Historic,57,
739,50,Marine Parks,,,2022,1,A legal review of the National Park (Scotland) Act 2000. ,NA,5.1.1,"Reports, ‌investigations, published papers etc",1,0,"Sent to Nature Scot, not published online. ",,Historic,66,
740,50,Marine Parks,,,2021,,National Marine Parks: A vision for British Seas,NA,5.1.1,"Reports, ‌investigations, published papers etc",1,0,https://www.bluemarinefoundation.com/wp-content/uploads/2021/04/National-Marine-Parks-Vision.pdf,,Historic,61,
748,50,Marine Parks,,Jun,2018,1,"In June, BLUE and Plymouth City Council invited 130 delegates to the National Marine Aquarium to discuss whether marine parks could improve the conservation of natural beauty, wildlife and cultural heritage in UK coastal waters and provide opportunities for people to understand and enjoy the country’s marine landscapes",NA,5.3.2,Tools/‌activities,1,1,,,Historic,8,
742,50,Marine Parks,,Sept,2023,1,Report: National Marine Parks - National Framework and Guiding Principles: https://www.bluemarinefoundation.com/wp-content/uploads/2023/08/NMP-NATIONAL-FRAMEWORK_Sept-2023.pdf,NA,5.1.1,"Reports, ‌investigations, published papers etc",1,0,,,Historic,82,
749,50,Marine Parks,,,2022,1,Blue Marine established a National Marine Parks Strategic Working Group in 2022 that provided cross-sector and regional input to shape a framework to guide the future evolution of National Marine Parks in Britain.,NA,5.6.2,Number of coalitions/‌ working groups,1,1,,,Historic,25,
1799,94,Blue Climate,O.6.1,Nov,2022,250,"Audience of the two events at COP 27 (one held in the ocean pavilion audience of approx 50, and one held at Goals House with approx 70 people, and 150 people at the evening reception)",4.2.1,5.3.1,Number of stakeholders,1,0,,,Logframe,,
751,50,Marine Parks,,,2022,14,The following people were involved in the National Marine Parks Strategic Working Group from June 2022 – June 2023 and the preparation of this framework and guiding principles: Martin Attrill (Plymouth University) Paul Brewer (Adur and Worthing Council) Kirsten Carter (Wildlife and Countryside Link) Gary Charlton and Sally Marshall (Natural England) Dan Crockett (Blue Marine Foundation) Peter Davis (Wales Coasts and Seas Partnership) Antony Firth (Historic England) Elaine Hayes (Plymouth Sound National Marine Park) Rebecca MacDonald-Lofts (Local Government Association Coastal Special Interest Group) Rose O’Neill (Campaign for National Parks) Andrew Sells (Isles of Scilly Partnership) Nikki Sinclair (Scottish Campaign for National Parks) Luke Pollard MP (Plymouth Sutton and Devonport) John Watkins (National Association of AONBs),NA,5.6.3,Number of member organisations/‌representatives,1,1,,,Historic,82,
753,60,Med,,,2019,1,BLUE’s European Fisheries Exchange brought together fishermen from five countries in BLUE’s Lyme Bay Fisheries and Conservation Reserve in order to learn from its smallscale fishermen.,NA,5.3.2,Tools/‌activities,1,1,,,Historic,7,
747,50,Marine Parks,,Jun,2018,1,"In June 2018, BLUE invited 130 people to discuss the future of marine parks in the UK. T",NA,5.3.2,Tools/‌activities,1,0,,,Historic,7,
754,60,Med,,Oct,2022,30,"Thirty project managers and conservationists from Turkey, Italy, Greece, Menorca, Cyprus, Israel and Spain met up to make a plan. They were joined by experts from Scotland, Azerbaijan, Belgium, Australia, and the Caspian Sea.",NA,5.6.1,Number of stakeholders,0,1,,,Historic,4,
759,98,Media,,,2022,1,"In the Maldives, we launched #GentleToGiants and our Whale Shark Code of Conduct films with Maldives Whale Shark Research",NA,5.3.2,Tools/‌activities,1,1,,,Historic,4,
760,98,Media,,,2022,1,"Blue Media produced and managed content from the 2022 Ocean Awards, which reached 1.6 million on social media,",NA,5.3.2,Tools/‌activities,1,1,,,Historic,4,
761,98,Media,,,2022,1,"And at the close of the year, we pushed the narrative around the ocean at COP27 through a film about blue carbon, supported again by Jude Law through a powerful narration.",NA,5.3.2,Tools/‌activities,1,1,,,Historic,4,
752,50,Marine Parks,,Jun,2021,4,"National Marine Parks: A Vision for Scotland report
released (June 2021) combined with new strategic alliances
formed with the Scottish Campaign for National Parks,
Galloway National Park campaign, Our Seas coalition, the
Association for the Protection of Rural Scotland and local
members of the Scottish Coastal Communities Network",NA,5.6.3,Number of member organisations/‌representatives,1,0,,,Historic,57,
762,98,Media,,,2021,1,"We also gathered a global virtual audience to celebrate this year’s “Ocean Awards” with a live awards event and associated films, podcasts and social media – inspiring thousands with the very best in marine conservation",NA,5.3.2,Tools/‌activities,1,1,,,Historic,5,
765,98,Media,,,2022,1250180,Reach through socials?,NA,5.4.1,Number of opportunities to see,1,1,check logframe,,Historic,1,
755,98,Media,,,2022,1,"n Greece this year we partnered with iSea for the campaign #PickTheAlien, encouraging consumers to eat invasive species such as lionfish and not more vulnerable apex predators like groupers and swordfish",NA,3.2.2,Number of initiatives,1,0,,,Historic,4,
766,98,Media,,,2022,1,"In conjunction with Our Seas and the National Federation of Fish Friers, Blue Marine launched #BringBackBritishCod, which urged the UK government to set responsible and sustainable quotes for the five breeding populations of British cod. Supported by actor Jude Law, the campaign gained 10,000 signatures in 12 weeks and a response from government. ",NA,5.6.3,Number of member organisations/‌representatives,1,1,,,Historic,66,
757,98,Media,,,2021,1,"We also gathered a global virtual audience to celebrate this year’s “Ocean Awards” with a live awards event and associated films, podcasts and social media – inspiring thousands with the very best in marine conservation",NA,5.3.2,Tools/‌activities,1,0,,,Historic,5,
758,98,Media,,,2022,1,"In the Maldives, we launched #GentleToGiants and our Whale Shark Code of Conduct films with Maldives Whale Shark Research",NA,5.3.2,Tools/‌activities,1,0,,,Historic,4,
767,24,Mexico,,,2022,1,"Blue Marine team held several workshops with the local NGO partners to refine projects, increase ambition and suggest ideas to improve the strategy of the overall project",NA,5.3.2,Tools/‌activities,1,1,How many workshops?,,Historic,4,
768,24,Mexico,,,2022,1,Blue Marine supports a newly created NGO called Orgcas.,NA,5.6.3,Number of member organisations/‌representatives,1,1,,,Historic,4,
769,#N/A,Mozambique,,,2022,1,"BRUV surveys to understand populations, including sharks - keystone species meaning they keep populations of other animals in check and keep ecosystem stable.  Unfortunately, there’s been an active shark fishery in the area for years – something we’re working to eliminate through the protected area – and this BRUV project will enable us to assess just how depleted our shark numbers are. It’s important to understand the stocks of these animals in the water compared to what is being extracted in the fisheries. This will enable us to determine the local conservation status of these often endangered marine species and regulations like catch limits for the proposed marine protected area.   ",NA,Progress,-,0,1,Think this is by partners,,Historic,62,
